frame,gt_id,pred_id,iou
0,1,2,0.8895528141865844
0,2,1,0.9066279069767442
0,3,3,0.9161328765082676
0,,4,0.0
10,1,2,0.9378653592306242
10,2,1,0.8879716981132075
10,3,3,0.9187615395540406
10,,4,0.0
20,1,2,0.9429867824028408
20,2,1,0.9214216893266246
20,3,3,0.9427062169849655
20,,4,0.0
30,1,2,0.8156108597285068
30,2,1,0.8537140688739209
30,3,3,0.918058968058968
30,,4,0.0
40,1,2,0.8881481481481481
40,2,1,0.8755074424898511
40,3,3,0.859351620947631
40,,4,0.0
50,1,2,0.8261375925463772
50,2,1,0.8138618840093865
50,3,3,0.9371534195933456
50,,4,0.0
60,1,2,0.8968395945140131
60,2,1,0.8864753732010369
60,3,3,0.3210463733650416
60,,4,0.0
70,1,2,0.8009719626168225
70,2,1,0.7678771158004624
70,3,3,0.7851851851851852
70,,4,0.0
80,1,2,0.8921453692848769
80,2,1,0.8253892051299636
80,3,4,0.907103825136612
80,,3,0.0
90,1,2,0.9441077441077441
90,2,1,0.9099706114257042
90,3,4,0.8959016393442623
